0, 0, 32939, 65874, -1, -1, -1, -1
1, 4.50977, 14286, 37640, -1, -1, -1, -1
2, 0.10099, 15170, 82674, -1, -1, -1, -1
3, 3.00917, 23000, 123515, 8.33427e+06, 182.462, 0, -1
7, 3.66313, 9958, 54898, 1522.37, 12.2174, -1, -1
6, 0.892797, 172029, 953440, 1522.37, 8.04921, -1, -1
7, 6.1073, 53444, 302302, 1522.37, 4.71265, -1, -1
8, 2.08725, 53444, 295110, 313.991, 4.19009, -1, -1
9, 0.816467, 53444, 295110, 120.852, 3.93577, -1, -1
6, 0.279959, 92384, 509736, 120.852, 3.97034, -1, -1
7, 2.69355, 57592, 318592, 55.9735, 3.90971, -1, -1
8, 2.04728, 57592, 318167, 55.9735, 3.86546, -1, -1
9, 0.810162, 57592, 318167, 55.9735, 3.7762, -1, -1
6, 0.226565, 85229, 472486, 55.9735, 3.84363, -1, -1
7, 2.11471, 59183, 327649, 55.9735, 3.78008, -1, -1
8, 1.87521, 59183, 327488, 55.9735, 3.74998, -1, -1
9, 0.82327, 59183, 327488, 54.8761, 3.69888, -1, -1
6, 0.213735, 82325, 455770, 54.8761, 3.7786, -1, -1
7, 1.97018, 60744, 336482, 54.8761, 3.70481, -1, -1
8, 1.90078, 60744, 336438, 54.8761, 3.68124, -1, -1
9, 0.793547, 60744, 336438, 54.8761, 3.64373, -1, -1
6, 0.221002, 83740, 461079, 51.42, 3.75385, -1, -1
7, 2.05129, 63077, 349573, 48.5641, 3.65402, -1, -1
8, 2.08622, 63077, 349549, 48.5641, 3.63138, -1, -1
9, 0.833719, 63077, 349549, 33.859, 3.59173, -1, -1
6, 0.199509, 80992, 445100, 33.859, 3.68243, -1, -1
7, 1.88597, 64253, 356217, 19.9417, 3.59816, -1, -1
8, 2.03783, 64253, 356186, 19.9417, 3.58058, -1, -1
9, 0.802107, 64253, 356186, 19.9417, 3.55154, -1, -1
6, 0.194272, 79123, 433732, 19.9417, 3.6352, -1, -1
7, 1.75727, 65067, 360732, 19.9417, 3.55717, -1, -1
8, 2.0318, 65067, 360718, 16.8385, 3.54422, -1, -1
9, 0.752947, 65067, 360718, 16.8127, 3.52208, -1, -1
6, 0.184836, 77512, 424171, 16.8127, 3.59815, -1, -1
7, 1.71772, 65602, 363712, 16.8127, 3.52605, -1, -1
8, 2.01673, 65602, 363681, 16.8127, 3.5169, -1, -1
9, 0.717282, 65602, 363681, 16.8127, 3.50001, -1, -1
6, 0.180473, 75899, 415431, 18.1551, 3.56939, -1, -1
7, 1.73485, 65918, 365312, 8.55929, 3.50412, -1, -1
8, 1.99564, 65918, 365304, 8.42966, 3.49892, -1, -1
9, 0.695572, 65918, 365304, 7.98336, 3.48639, -1, -1
7, 1.20423, 65691, 363909, 7.98336, 3.486, -1, -1
4, 55.0924, 65691, 363909, 7.98336, 3.486, -1, -1
5, 0.927517, 65691, 93728, 7.98336, 3.55188, -1, -1
-1, 63.6399, 65691, 93728, 7.98336, 3.55188, 0, 277
